naslov,avtor,ocena,stevilo_ocen,want_to_read,prva_izdaja,stevilo_izdaj
The Indwelling: The Beast Takes Possession,Tim F. LaHayeandJerry B. Jenkins,4.0,5,25,2000,17 
Nicolae: the rise of Antichrist,Tim F. LaHayeandJerry B. Jenkins,3.875,8,21,1997,15 
Eugene Aram: a tale,"Edward Bulwer Lytton, Baron Lytton",,,6,1831,63 
The last temptation: a novel,Nikos Kazantzakis,4.0,4,28,1901,39 
Waverley novels.,Sir Walter Scott,1.0,1,21,1800,44 
Out of Africa,Isak Dinesen,5.0,1,48,1938,17 
Novecento: pianiste,Alessandro Baricco,4.2222223,9,28,1994,21 
Strabonis Geographica,StraboandFrançois Lasserre,,,14,1480,55 
Numerical methods for engineers,Steven C. ChapraandRaymond P. Canale,,,43,1985,20 
The history of the French Revolution 1789-1800,Adolphe Thiers,,,,1828,69 
Ben Jonson,Ben Jonson,4.0,1,9,1631,58 
Cząstki elementarne,Michel Houellebecq,4.1666665,6,30,1998,24 
La Galatea,Miguel de Cervantes SaavedraandRoger Grass,4.5,2,11,1585,57 
Iliad,Όμηρος,,,1,2014,69 
Knopf Guide: Quebec (Knopf Guides),Knopf Guides,,,2,1993,68 
Under the Sea Wind: a Naturalist's Picture of Ocean Life,Rachel CarsonandC. M. Hebert,,,22,1941,47 
The general's daughter,Nelson De Mille,4.1666665,6,14,1992,47 
Gravity and grace,Simone Weil,4.0,3,29,1948,34 
The dogs of Riga,Henning Mankell,3.642857,14,11,1992,33 
The Russia house,John le Carré,3.3333333,3,31,1987,29 
The Long Tail : Why the Future Is Selling Less of More,Chris Anderson,3.8888888,9,35,2006,22 
Luo tuo xiang zi,She Lao,4.0,3,34,1945,29 
Prefaces to Shakespeare,Harley Granville-Barker,4.25,4,10,1900,56 
Spirit Rebellious,"Kahlil Gibran,jaime arbe,Anthony Rizcallah Ferris, andMartin L. Wolf",,,2,1908,68 
Tales of Troy and Greece,Andrew Lang,,,,1907,70 
R.B. Kitaj: a retrospective,"R. B. Kitaj,R.B. Kitaj,Marco Livingstone, andRichard Morphet",,,1,1965,38 
The monastery,Sir Walter Scott,4.0,2,10,1800,58 
American Cookery,Amelia Simmons,4.5,2,31,1796,35 
Muerte en el seminario,P. D. James,4.6666665,3,17,2001,45 
A Little Moonlight,Betty Neels,3.75,8,24,1991,11 
Dearest Love,Betty Neels,4.3333335,6,34,1995,13 
Blackout,"Dhonielle Clayton,Tiffany D. Jackson,Nic Stone,Angie Thomas,Ashley Woodfolk, andNicola Yoon",4.5,2,53,2019,12 
Gallant,V. E. Schwab,3.1666667,6,47,2022,16 
De schat van Khan,Clive CusslerandDirk Cussler,3.3333333,6,32,2006,25 
The Most Marvelous Summer,Betty Neels,4.0,8,31,1991,13 
A Winter Love Story,Betty Neels,4.5,8,27,1998,13 
When May Follows,Betty Neels,4.4444447,9,29,1980,12 
Off with the Old Love,Betty Neels,3.8,5,34,1987,13 
Optometric instrumentation,David B. Henson,1.0,1,36,1983,6 
Economics for today,Irvin B. Tucker,,,8,1997,40 
Understanding the Old Testament,"Bernhard W. Anderson,Bernhard W. Anderson, andBernhard W Anderson",5.0,1,34,1956,32 
The educational imagination: on the design and evaluation of school programs,Elliot W. Eisner,,,52,1979,8 
Electra,Euripides,,,20,1780,48 
Teaching to Transgress,Bell HooksandMarta Malo,4.3333335,3,50,1994,10 
The Snow Queen,Joan D. Vinge,4.5,8,35,1980,18 
A history of mathematics,Carl B. BoyerandUta C. Merzbach,,,37,1968,15 
Vivir para contarla,Gabriel García Márquez,2.5,2,24,2002,41 
Hunters of the dusk,Darren Shan,4.3333335,9,39,2002,8 
The litigators,John Grisham,3.2857144,7,35,2011,18 
Epistulae ad Atticum,Cicero,,,3,1582,66 
Vril: The Power of the Coming Race,"Edward Bulwer Lytton, Baron Lytton",,,8,1958,59 
Die vollkommene Ehe: eine Studie über ihre Physiologie und Technik,Theodoor H. van de Velde,,,5,1926,64 
Devereux,"Edward Bulwer Lytton, Baron Lytton",,,2,1800,66 
"""C"" is for corpse: a Kinsey Millhone mystery",Sue Grafton,4.1666665,6,24,1986,23 
"""F"" is for fugitive",Sue Grafton,4.0,6,25,1989,20 
Witness in Death,Nora Roberts,4.142857,7,35,2000,18 
Peter Camenzind,Hermann Hesse,2.5,2,25,1905,39 
The skilled helper: a problem-management approach to helping,Gerard Egan,,,48,1974,19 
Stalin: The Court Of The Red Tsar,Simon Sebag-Montefiore,,,49,2003,20 
How children fail,John Caldwell HoltandJOHN HOLT,5.0,1,24,1964,41 
Code civil,France,,,4,1802,65 
Purity in death,Nora Roberts,4.25,4,32,2002,20 
The Courts of the Morning,John Buchan,2.0,1,3,1929,64 
"Go ahead, Secret Seven",Enid Blyton,4.0,2,32,1953,25 
Mahomet and His Successors,Washington Irving,,,1,1849,68 
Potterism,Rose Macaulay,,,5,1920,63 
Das Elend des Historizismus,Karl Popper,3.5,2,21,1956,45 
Stranger in Death,Nora Roberts,4.1666665,6,27,2008,28 
"Thelma, a Norwegian princess",Marie Corelli,,,1,1870,68 
Za kogo ty się uważasz?,Alice Munro,,,24,1977,41 
Egyptian magic.,E. A. Wallis Budge,,,48,1899,17 
Darkness of the heart,Charlotte Lamb,3.0,11,36,1983,5 
"The complaint: or, night-thoughts: On life, death, and immortality. By Edward Young, L.L.B. Revised and corrected by himself.",Edward Young,3.0,1,3,1742,63 
Angel of Darkness B Pbp,Caleb Carr,3.8,5,27,1997,26 
Love to the Rescue,Barbara Cartland,3.75,4,44,1967,11 
"Treaties between the Empire of China and foreign powers: together with regulations for the conduct of foreign trade, &c., &c., &c.",China.,5.0,1,13,1874,52 
"Draw Your Own Adventure, Blank Comic Book: Personalized Initial B Monogram for Boys and Girls",Rashell Choo,,,6,2018,61 
Lost in Love,Michelle Reid,3.5,10,33,1993,9 
Frost in May B Special,Antonia White,3.0,1,19,1933,22 
Les femmes savantes: comédie en cinq actes,Molière,3.0,1,7,1900,60 
Visual communication: images with messages,Paul Martin Lester,5.0,2,53,1995,8 
Tabitha in Moonlight,Betty Neels,4.0,3,36,1972,13 
Warriors : The Broken Code #2 : The Silent Thaw: The Silent Thaw,Erin Hunter,5.0,7,54,2019,8 
The slave: a novel.,Isaac Bashevis Singer,4.5,2,33,1962,30 
The king of the Golden River: a story,John Ruskin,4.0,1,22,1863,40 
Cassandra by Chance,Betty Neels,4.230769,13,24,1973,13 
College algebra,Jerome E. KaufmannandKaren L. Schwitters,5.0,1,52,1987,12 
Yoga: The Path To Holistic Health,B. K. S. IyengarandDaphne Razazan,,,35,2001,12 
Fathers of nations,Paul B. Vitta,,,41,2013,1 edition
What Janie found,Caroline B. Cooney,4.0,3,29,2000,10 
Voor nu en altijd,Nora RobertsandMacLeod Andrews,4.375,8,34,2011,15 
Fantasy girl,Carole Mortimer,4.1538463,13,26,1983,6 
"Betty Gordon at Boarding School: or, The Treasure of Indian Chasm",Mildred Augustine Wirt Benson,,,6,1921,55 
The mighty atom.,Marie Corelli,,,3,1896,65 
Towers of Trebizond,Rose Macaulay,,,25,1956,39 
Royal Escape,Georgette Heyer,4.0,2,22,1938,43 
Zero history,William Gibson,3.8095238,21,29,2010,11 
Tales from Firozsha Baag: short stories,Rohinton Mistry,3.0,2,49,1987,12 
What's to be done?: a romance,Nikolay Gavrilovich Chernyshevsky,,,8,1863,55 
A textbook of histology,"Don Wayne Fawcett,William Bloom,Alexander A. Maximow, andRonald P. Jensh",,,19,1930,46 
Uległość,Michel HouellebecqandLorin Stein,3.4166667,12,30,2015,21 
The conquest of happiness,Bertrand Russell,4.0,5,39,1930,17 
"The right words at the right time, volume 2: your turn","Marlo Thomas,Jon B. Fish,Bruce Kluger,Carl Robbins, andDavid Tabatsky",,,43,2006,11 
Statistics for Business and Economics,"David Ray Anderson,Dennis J. Sweeney, andThomas Arthur Williams",4.3333335,3,49,1984,14 
Camino Del Perdón / Long Road to Mercy,David Baldacci,3.75,4,38,2018,20 
Las dos ancianas,Velma Wallis,,,50,1993,14 
The Lieutenants,William E. Butterworth III,1.5,2,41,1982,20 
Daddy's Little Girl,Mary Higgins Clark,4.0,3,37,2002,16 
The myth of mental illness: foundations of a theory of personal conduct,"Thomas Stephen Szasz,Thomas S. Szasz,Thomas Szasz,Thomas Stephen Szasz, andSzasz, Thomas, S.; Thomas S. Szasz",3.0,1,42,1961,22 
Silent honour,Danielle Steel,5.0,1,14,1996,53 
Memorias de Cleopatra,Margaret George,4.0,6,33,1997,25 
Heart song,V. C. Andrews,4.0,1,37,1997,22 
Ariel - The Life of Shelly,André MauroisandElla D'ARCY,,,1,1923,67 
"Illustrative Mathematics: Grade 6 Non-Consumable Kit, Box B",Illustrative Mathematics,,,5,2019,62 
The Philadelphia Negro: a social study,"W. E. B. Du Bois,Isabel Eaton,Henry Louis Gates, Jr.,Lawrence Bobo, andElijah Anderson",4.0,1,10,1889,48 
Heidi,Johanna Spyri,,,4,1963,63 
Caligula,Albert Camus,4.3333335,3,37,1961,23 
Quiver full of arrows,Jeffrey Archer,3.8,5,20,1980,40 
The Alice B. Toklas Cook Book,Alice B. Toklas,,,1,1954,29 
Five Go to Demon's Rocks,Enid Blyton,5.0,2,29,1970,29 
The problem of China,Bertrand Russell,,,5,1922,61 
"Annual report of the Director, Medical & Health Department",Mauritius. Medical and Health Department,,,3,1897,62 
The Mousetrap,Agatha Christie,5.0,1,31,1948,25 
Scotland: Michelin Green Guide (Green Tourist Guides),Michelin Travel Publications,,,4,1985,63 
Five on Kirrin Island Again,Enid Blyton,,,17,1947,44 
Practical Criticism,I. A. Richards,,,8,1929,60 
The under dog: and other stories,Agatha Christie,4.0,3,23,1926,34 
North America,Anthony Trollope,4.0,1,10,1862,56 
Of God and His creatures: an annotated translation (with some abridgement) of the Svmma contra gentiles of Saint Thos. Aqvinas,"Thomas Aquinas,Joseph Rickaby,Cyrille Michon,Vincent Aubin, andDenis Moreau",4.0,1,11,1475,53 
"Caligula, and, Cross Purpose",Albert Camus,,,12,1900,56 
Ultimo Encantamiento,Mary Stewart,4.3333335,6,27,1979,25 
"The book of spells: over 40 secret recipes to get your own way in love, work, and play",Nicola De Pulford,5.0,1,58,1998,3 
Forever,James PattersonandKasey Lee Huizinga,3.0,1,44,2015,14 
Estirpe de Lilith / Lilith's Brood,Octavia E. Butler,4.6,10,45,2000,8 
Intrigas y deseos,P. D. James,4.3333335,3,20,1989,41 
Judas Trap.,Anne Mather,4.25,4,41,1979,12 
"Other voices, other vistas: short stories from Africa, China, India, Japan, and Latin America","Barbara H. Solomon,B. Solomon,Barbara Solomon,Chinua Achebe, andJorge Luis Borges",,,47,1992,8 
The Convenient Wife (And the Winner Is),Betty Neels,4.090909,11,29,1990,14 
Urban economics,Arthur O'Sullivan,5.0,2,48,1990,15 
Principia mathematica,Alfred North WhiteheadandBertrand Russell,2.0,1,45,1910,20 
Cross the Line,James Patterson,3.25,4,37,2016,21 
Wood anatomy of the neotropical Sapotaceae: II. Mastichodendron,B. Francis Kukachka,,,1,1978,45 
"The American Medical Association Encyclopedia of Medicine: An A-Z Reference Guide to Over 5,000 Medical Terms Including Symptoms, Diseases, Drugs and Treatments",Charles B. Clayman,5.0,1,43,1989,1 edition
Palace walk,نجيب محفوظ,4.0,1,24,1960,37 
Read 180: Stage B Getting Started Book 2 Teaching Guide 2023,HOUGHTON MIFFLIN HARCOURT,,,,2022,53 
16th Seduction,James PattersonandMaxine Paetro,4.0,2,41,2017,19 
Los hombres que miran fijamente a las cabras,Jon Ronson,3.4444444,9,36,2004,17 
5th Report [Session 1995-96],Rand McNally,,,2,1988,65 
Gryll grange,Thomas Love Peacock,,,2,1861,64 
Blood work.,Michael Connelly,3.6,5,37,1998,18 
Sensory evaluation techniques,"Morten Meilgaard,Morten C. Meilgaard,Gail Vance Civille, andB. Thomas Carr",4.0,1,31,1987,23 
"Winsome Winnie, and other new nonsense novels",Stephen Leacock,,,,1920,67 
Travels with my aunt,Graham Greene,3.0,2,28,1969,29 
B. Sc. practical physics,Harnam Singh,,,30,1963,3 
Five have plenty of fun,Enid Blyton,4.0,1,18,1955,40 
El Camino Hacia el Amor,Deepak Chopra,4.0,1,45,1996,16 
The science of Discworld,"Terry Pratchett,Ian Stewart,Jack Cohen,Ian Stewart, andJack Cohen",4.3636365,11,26,1999,25 
Romantic Encounter,Betty Neels,4.285714,7,33,1992,11 
Practical intuition: how to harness the power of your instinct and make it work for you,Laura Day,,,56,1996,5 
The far country,Nevil Shute,,,9,1952,56 
Sartoris,William Faulkner,3.0,1,9,1929,54 
Exiles: a play in three acts,James Joyce,3.6666667,3,5,1918,57 
Pastoral,Nevil Shute,,,12,1944,53 
A Girl Named Rose,Betty Neels,3.7777777,9,29,1986,9 
L'île sous la mer: roman,Isabel Allende,,,21,2009,43 
After dark,Wilkie Collins,,,3,1856,63 
Appreciations: With an Essay on Style (Northwestern University Press Paperbacks),Walter Pater,,,1,1889,66 
Departmental ditties,Rudyard Kipling,,,14,1800,51 
The Virginians: a tale of the last century,William Makepeace Thackeray,4.0,3,5,1858,57 
Man and wife: a novel,Wilkie Collins,4.0,1,5,1870,61 
The southern Kikuyu before 1903,"Leakey, L. S. B.",1.0,1,46,1977,1 edition
The Little Pretender,Barbara Cartland,,,43,1950,9 
Elena Vanishing: A Memoir,Elena DunkleandClare B. Dunkle,,,43,2015,5 
The conqueror,Brenda Joyce,3.4,10,40,1990,4 
Polyeucte,Pierre Corneille,3.5,2,8,1666,56 
"Claudius, the god and his wife Messalina; the troublesome reign of Tiberius Claudius C?sar, emperor of the Romans (born B.C. 10, died A.D. 54), as described by himself; also his murder at the hands of the notorious Agrippina (mother of the Emperor Nero...",Robert Graves,3.8,5,6,1934,47 
The Raven Tower,Ann Leckie,4.4666667,15,37,2019,8 
Shakespeare,Bill Bryson,4.0,8,23,2007,31 
B.Wildsmith'S Abc,Brian Wildsmith,,,16,1962,22 
Black Girls Must Die Exhausted: A Novel,Jayne Allen,2.0,1,57,2018,6 
11th Hour,James PattersonandMaxine Paetro,4.2,5,42,2012,13 
"Tancred: Or, The New Crusade",Benjamin DisraeliandIsaac DISRAELI.,,,1,1830,65 
A Gem of a Girl,Betty Neels,4.25,12,22,1976,11 
Night ; Dawn ; Day,Elie Wiesel,4.6666665,3,44,1961,14 
Klucze do więzienia demonów: Baśniobór,Brandon Mull,4.3333335,6,43,2010,6 
Muerte Llega a Pemberley,P. D. James,3.375,8,19,2011,30 
Unspeakable,Sandra Brown,4.6666665,3,28,1998,24 
Last April Fair,Betty Neels,3.8181818,11,26,1955,10 
Speaking up Without Freaking Out: 50 Techniques for Confident and Compelling Presenting,Matt AbrahamsandMatthew Abrahams,,,59,2010,5 
"Código penal de la Nación Argentina: edición conforme al texto ordenado por el Decreto no. 3992 del 21 de diciembre de 1984 (B.O. del 16-I-85) y su fe de erratas (B.O. del 19-III-85), con sus posteriores modificaciones, bajo la supervisión del doctor Mario I. Chichizola.",Argentina.,,,3,1887,59 
Sharpe's Gold (Richard Sharpe's Adventure Series #9),Bernard CornwellandFrederick Davidson,4.5,2,25,1981,29 
Cartas marruecas,José Cadalso,,,3,1793,62 
Tick tock,James PattersonandMichael Ledwidge,4.0,3,35,2010,22 
Private no. 1 suspect,James PattersonandMaxine Paetro,4.0,3,33,2011,20 
P. Virgilii Maronis Opera,Publius Vergilius Maro,,,4,1532,62 
A rose for Emily,William Faulkner,3.875,8,43,1930,12 
Physiology of behavior,Neil R. Carlson,5.0,1,43,1977,18 
Winning [Ganar - Spanish language],Jack Welch,4.2,5,41,2005,16 
Statistics for business and economics,"Paul Newbold,William L. Carlson, andBetty M. Thorne",5.0,1,40,1984,21 
The Rose and the Yew Tree,Agatha Christie,4.0,1,28,1948,30 
Betty Gordon at Mountain camp: or The mystery of Ida Bellethorne,Mildred Augustine Wirt Benson,3.0,1,2,1922,59 
Plato in Twelve Volumes: VII: Theaetetus / Sophist,Πλάτων,,,4,1921,60 
Marius the Epicurean: his sensations and ideas,Mateus Vinícius,,,4,1885,61 
The Pie and the Patty-pan: 06 Paperback B&W,Beatrix PotterandH.Y. Xiao PhD,3.6,5,18,1900,35 
"Confessions of Felix Krull, confidence man",Thomas Mann,5.0,1,9,1924,56 
La sala del crimen,P. D. James,4.0,3,16,1775,40 
Captivated,Nora RobertsandTherese Plummer,3.8,5,39,1992,14 
Doctor Dolittle's garden,Hugh Lofting,,,11,1927,55 
Esquina del Infierno,David Baldacci,4.285714,7,27,2010,29 
Happy Ever After: Number 4 in series,Nora Roberts,4.0,6,35,2010,18 
Shalimar El Payaso,Salman Rushdie,3.75,4,27,1998,32 
Robert Heinlein B--Puppet Masters,Robert A. Heinlein,,,7,1951,45 
C D B!,William Steig,5.0,1,5,1968,24 
Against Dark Background X6 D/B,Iain Banks,3.7857144,14,19,1993,14 
Graustark,George Barr McCutcheon,4.0,1,2,1901,63 
The box of delights.,John Masefield,4.6666665,3,17,1935,42 
"Orlando furioso.: Passo passo riscontrato, con lunga e scrupulosa didigenza, su i testi delle più approvate edizioni, antiche e moderne, e da ogni tipografico neo terso ed emendate da G.B. Boschini.",Lodovico Ariosto,4.0,1,11,1557,51 
"Life of Joseph Brant-Thayendanegea: including the border wars of the American Revolution, and sketches of the Indian campaigns of Generals Harmar, St. Clair, and Wayne : and other matters connected with the Indian relations of the United States and Great Britain, from the peace of 1783 to the Indian peace of 1795",William L. Stone,,,9,1838,56 
How to be a Genius or The Science of Being Great,"Wallace D. Wattles,Lou Harshaw,Jim Roberts, andTony Mase",,,17,1911,45 
More tramps abroad,Mark Twain,4.5,2,10,1897,53 
"Three Best Loved Barbara Cartlands: Bewitched, A Sword to the Heart, The Glittering Lights",Barbara Cartland,4.0,1,54,1975,3 
Hereditary genius : an inquiry into its laws and consequences,Sir Francis Galton,,,7,1869,59 
"The Hidden Staircase (Nancy Drew, Book 2)",Mildred Augustine Wirt Benson,3.1666667,6,51,1992,4 
My friend Flicka,Mary O'Hara,4.5,2,34,1941,19 
Les amis du crime,"Marquis de Sade,david rey, andpablo perez",3.0,1,12,1928,49 
"The plain dealer: a comedy, as it is acted at the Theatre Royal",William Wycherley,,,8,1677,58 
"Elementary lessons in logic : deductive and inductive : with copious questions and examples, and a vocabulary of logical terms",William Stanley Jevons,,,1,1870,65 
First Semester,Q.B. Tyler,3.0,1,58,2019,1 edition
"The rehearsal: as it is now acted at the Theatre-Royal. By George, late Duke of Buckingham. The thirteenth edition. To which is added, a key, or critical view of the authors, and their writings, expos'd in this play.","George Villiers, 2nd Duke of Buckingham",,,6,1672,59 
Canciones y Cuentos B: el Mundo Es Asi,Lada Kratky,,,,2013,29 
Who were the Shudras?: How they came to be the fourth Varna in the Indo-Aryan society.,"B. R. Ambedkar,Bhimrao Ramji Ambedkar,Bhimrao Ramji Ambedkar,Bhimrao R. Ambedkar,Bhimrao Ambedkar, andB. R. Ambedkar",5.0,1,37,1946,11 
Kent Mathematics Project: Enrichment Activity Bk. B5,Kent County Council,,,,1979,39 
"One, two, three and away!",Sheila K. McCullagh,,,1,1964,64 
Aias,Sophocles,3.5,2,9,1714,51 
A bend in the river,V. S. Naipaul,3.142857,7,39,1979,14 
Christmas Miracles: A Daddy for Christmas / A Christmas Proposal /  Heavenly Angels,"Betty Neels,Carole Mortimer, andRebecca Winters",3.5714285,7,36,1996,4 
Mayn kindhayt,Максим Горький,3.2,5,14,1915,45 
"Modigliani Scandal B Spl [Paperback] Follett, Ken",Ken Follett,3.4,5,15,1976,33 
Tajemnice smoczego azylu,Brandon Mull,4.090909,11,34,2009,6 
Ion.,Euripides,4.0,1,10,1820,55 
A.B.C. of anarchism: by Alexander Berkman.,Alexander Berkman,,,13,1929,28 
Der Weg des Schamanen: Das praktische Grundlagenwerk zum Schamanismus,Michael J. HarnerandMichael Harner,3.0,3,46,1980,12 
Personality Development,Elizabeth B. Hurlock,5.0,1,37,1977,1 edition
"High Fashion Sewing Secrets from the World's Best Designers: A Step-By-Step Guide to Sewing Stylish Seams, Buttonholes, Pockets, Collars, Hems, And More (Rodale Sewing Book)",Claire B. Shaeffer,5.0,1,38,1997,2 
Sociology: a guide to problems and literature,T. B. Bottomore,5.0,2,38,1971,2 
Celestial 911: call with your right brain for answers!,Robert B. Stone,5.0,2,40,1997,1 edition
Commercial system of cutting,M. B. Juvekar,5.0,7,35,1972,3 
Catcher in the rye: notes,Robert B. Kaplan,1.0,2,33,1965,5 
